QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USORC.070115.R28B","Bush","21","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Trump","13","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Perry","9","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Rubio","8","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Cruz","5","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Huckabee","5","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Paul","5","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Carson","3","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Christie","3","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Walker","3","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Graham","2","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Santorum","2","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Fiorina","1","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Jindal","1","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Kasich","1","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Pataki","*","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","Someone else","2","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","None/No one (Vol.)","6","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28B","No opinion","10","Regardless of who you are voting for, which Republican candidate do you think can best handle...illegal immigration?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Bush","17","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Huckabee","9","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Trump","8","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Carson","6","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Paul","6","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Christie","5","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Rubio","5","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Cruz","4","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Perry","4","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Santorum","4","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Walker","4","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Fiorina","3","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Graham","3","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Jindal","2","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Kasich","1","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Pataki","*","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","Someone else","2","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","None/No one (Vol.)","7","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28C","No opinion","12","Regardless of who you are voting for, which Republican candidate do you think can best handle...social issues, such as abortion and same-sex marriage?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","* = less than .5%.","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","Clinton","57","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","Biden","16","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","Sanders","14","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R29","Webb","2","I'm going to read a list of people who may be running in the Democratic primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Democratic nomination for president in 2016, or if you would support someone else....Joe Biden, Hillary Clinton, Martin O'Malley, Bernie Sanders, Jim Webb, Lincoln Chafee","* = less than .5%.","Asked of Democrats and Democratic-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
