QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,IntMethod,StudyNote 
"USORC.063015A.R25B","Support","63","As you may know, the Supreme Court ruled that government assistance for lower-income Americans buying health insurance through both state-operated and federally-operated health insurance exchanges is legal. Do you support or oppose this ruling?","","","06/30/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.063015A.R25B","Oppose","34","As you may know, the Supreme Court ruled that government assistance for lower-income Americans buying health insurance through both state-operated and federally-operated health insurance exchanges is legal. Do you support or oppose this ruling?","","","06/30/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.063015A.R25B","No opinion","3","As you may know, the Supreme Court ruled that government assistance for lower-income Americans buying health insurance through both state-operated and federally-operated health insurance exchanges is legal. Do you support or oppose this ruling?","","","06/30/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05A","Extremely important","47","How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?...The economy","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05A","Very important","41","How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?...The economy","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05A","Moderately important","11","How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?...The economy","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05A","Not that important","2","How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?...The economy","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05A","No opinion","*","How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?...The economy","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05C","Extremely important","44","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Health care","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05C","Very important","39","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Health care","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05C","Moderately important","13","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Health care","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05C","Not that important","4","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Health care","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05C","No opinion","*","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Health care","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05D","Extremely important","30","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Illegal immigration","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05D","Very important","32","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Illegal immigration","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05D","Moderately important","26","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Illegal immigration","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05D","Not that important","12","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Illegal immigration","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05D","No opinion","*","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Illegal immigration","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05E","Extremely important","48","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Terrorism","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05E","Very important","33","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Terrorism","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05E","Moderately important","14","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Terrorism","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05E","Not that important","5","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Terrorism","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05E","No opinion","*","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Terrorism","* = less than .5%.","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05F","Extremely important","28","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Race relations","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05F","Very important","33","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Race relations","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05F","Moderately important","27","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Race relations","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05F","Not that important","12","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Race relations","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05F","No opinion","1","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Race relations","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05G","Extremely important","20","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Same-sex marriage","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05G","Very important","21","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Same-sex marriage","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05G","Moderately important","21","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Same-sex marriage","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05G","Not that important","37","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Same-sex marriage","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R05G","No opinion","1","(How important will each of the following issues be to your vote for President next year (2016)--will it be extremely important, very important, moderately important, or not that important?)...Same-sex marriage","","","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Bush","19","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Trump","12","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Huckabee","8","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Carson","7","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Paul","7","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Rubio","6","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Walker","6","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Perry","4","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Christie","3","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Cruz","3","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Santorum","3","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Jindal","2","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Kasich","2","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Fiorina","1","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Graham","1","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Pataki","*","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","Someone else","7","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","None/No one (Vol.)","6","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R26","No opinion","3","I'm going to read a list of people who may be running in the Republican primaries for president in 2016. After I read all the names, please tell me which of those candidates you would be most likely to support for the Republican nomination for president in 2016, or if you would support someone else....Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
"USORC.070115.R28A","Bush","20","Regardless of who you are voting for, which Republican candidate do you think can best handle...the economy?...Jeb Bush, Ben Carson, Chris Christie, Ted Cruz, Carly Fiorina, Lindsey Graham, Mike Huckabee, Bobby Jindal, John Kasich, George Pataki, Rand Paul, Rick Perry, Marco Rubio, Rick Santorum, Donald Trump, Scott Walker","","Asked of Republicans and Republican-leaning Independents","07/01/2015","ORC International","Cable News Network","CNN/ORC International Poll","06/26/2015","06/28/2015","Y","national adult with an oversample of blacks","1017","telephone","The sample included 611 interviews among landline respondents and 406 interviews among cell phone respondents. Results were weighted to be representative of a national adult sample." 
